Issuer,Type,Lien,Election,Series,Cusip,Secondary Credit,Term,Maturity,Par Amount,Outstanding Amount,Coupon,Call Date,Call Price,Fed Tax,AMT
ABC USD,,,2017,2000C,000416K71,,,8/1/2026,"$1,351,103 ","$5,935,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416K89,,,8/1/2027,"$1,453,067 ","$6,235,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416K97,,,8/1/2028,"$1,443,892 ","$6,545,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L21,,,8/1/2029,"$1,431,788 ","$6,875,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L39,,,8/1/2030,"$1,423,279 ","$7,220,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L47,,,8/1/2031,"$1,411,038 ","$7,585,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L54,,,8/1/2032,"$1,398,096 ","$7,965,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L62,,,8/1/2033,"$1,388,763 ","$8,360,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2017,2000C,000416L70,,,8/1/2034,"$1,374,955 ","$8,775,000 ",0.00%,,,Tax-Exempt,
ABC USD,,,2018,2019A,000416T98,,,8/1/2026,"$580,000 ","$580,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2019A,000416U21,,,8/1/2027,"$700,000 ","$700,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2019A,000416U39,,,8/1/2028,"$830,000 ","$830,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2019A,000416U47,,,8/1/2029,"$1,110,000 ","$1,110,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2019A,000416U54,,,8/1/2030,"$1,265,000 ","$1,265,000 ",5.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416U62,,,8/1/2031,"$1,430,000 ","$1,430,000 ",4.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416U70,,,8/1/2032,"$1,595,000 ","$1,595,000 ",4.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416U88,,,8/1/2033,"$1,765,000 ","$1,765,000 ",4.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416U96,,,8/1/2034,"$1,955,000 ","$1,955,000 ",4.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V20,,,8/1/2035,"$2,150,000 ","$2,150,000 ",4.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V38,,,8/1/2036,"$2,365,000 ","$2,365,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V46,,,8/1/2037,"$2,565,000 ","$2,565,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V53,,,8/1/2038,"$2,775,000 ","$2,775,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V79-20390801,,Y,8/1/2039,"$6,235,000 ","$3,000,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V79-20400801,,Y,8/1/2040,"$6,235,000 ","$3,235,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416V87,,,8/1/2041,"$3,485,000 ","$3,485,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416W37-20420801,,Y,8/1/2042,"$12,085,000 ","$3,745,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416W37-20430801,,Y,8/1/2043,"$12,085,000 ","$4,025,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2019A,000416W37-20440801,,Y,8/1/2044,"$12,085,000 ","$4,315,000 ",3.00%,8/1/2029,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416W86,,,8/1/2027,"$415,000 ","$415,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2022B,000416W94,,,8/1/2028,"$630,000 ","$630,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2022B,000416X36,,,8/1/2030,"$605,000 ","$605,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2022B,000416X44,,,8/1/2031,"$655,000 ","$655,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2022B,000416X51,,,8/1/2032,"$1,000,000 ","$1,000,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2022B,000416X69,,,8/1/2033,"$1,165,000 ","$1,165,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416X77,,,8/1/2034,"$1,335,000 ","$1,335,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416X85,,,8/1/2035,"$1,525,000 ","$1,525,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416X93,,,8/1/2036,"$1,725,000 ","$1,725,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y27,,,8/1/2037,"$1,950,000 ","$1,950,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y35,,,8/1/2038,"$2,180,000 ","$2,180,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y43,,,8/1/2039,"$2,440,000 ","$2,440,000 ",5.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y50,,,8/1/2040,"$2,715,000 ","$2,715,000 ",4.25%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y68,,,8/1/2041,"$2,985,000 ","$2,985,000 ",4.25%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y76,,,8/1/2042,"$3,270,000 ","$3,270,000 ",4.38%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y92-20430801,,Y,8/1/2043,"$6,725,000 ","$3,215,000 ",4.25%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Y92-20440801,,Y,8/1/2044,"$6,725,000 ","$3,510,000 ",4.25%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Z42-20450801,,Y,8/1/2045,"$16,780,000 ","$5,145,000 ",4.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Z42-20460801,,Y,8/1/2046,"$16,780,000 ","$5,590,000 ",4.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2022B,000416Z42-20470801,,Y,8/1/2047,"$16,780,000 ","$6,045,000 ",4.00%,8/1/2032,100,Tax-Exempt,
ABC USD,,,2018,2024C,000416Z59,,,8/1/2026,"$5,000,000 ","$5,000,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,000416Z67,,,8/1/2027,"$2,000,000 ","$2,000,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,000416Z75,,,8/1/2028,"$375,000 ","$375,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,000416Z83,,,8/1/2029,"$560,000 ","$560,000 ",2.75%,,,Tax-Exempt,
ABC USD,,,2018,2024C,000416Z91,,,8/1/2030,"$465,000 ","$465,000 ",2.75%,,,Tax-Exempt,
ABC USD,,,2018,2024C,0004162A4,,,8/1/2031,"$635,000 ","$635,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,0004162B2,,,8/1/2032,"$695,000 ","$695,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,0004162C0,,,8/1/2033,"$860,000 ","$860,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,0004162D8,,,8/1/2034,"$1,040,000 ","$1,040,000 ",5.00%,,,Tax-Exempt,
ABC USD,,,2018,2024C,0004162E6,,,8/1/2035,"$1,235,000 ","$1,235,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162F3,,,8/1/2036,"$1,440,000 ","$1,440,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162G1,,,8/1/2037,"$1,660,000 ","$1,660,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162H9,,,8/1/2038,"$1,905,000 ","$1,905,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162J5,,,8/1/2039,"$2,160,000 ","$2,160,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162K2,,,8/1/2040,"$2,435,000 ","$2,435,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162L0,,,8/1/2041,"$2,730,000 ","$2,730,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162M8,,,8/1/2042,"$3,055,000 ","$3,055,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162N6,,,8/1/2043,"$3,560,000 ","$3,560,000 ",5.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162P1,,,8/1/2044,"$3,945,000 ","$3,945,000 ",4.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162Q9,,,8/1/2045,"$5,810,000 ","$5,810,000 ",4.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162R7,,,8/1/2046,"$6,320,000 ","$6,320,000 ",4.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162T3-20470801,,Y,8/1/2047,"$16,615,000 ","$6,865,000 ",4.00%,8/1/2034,100,Tax-Exempt,
ABC USD,,,2018,2024C,0004162T3-20480801,,Y,8/1/2048,"$16,615,000 ","$9,750,000 ",4.00%,8/1/2034,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,First,,2004A Subordinate CABS,010869DU6,,,10/1/2029,$0 ,"$26,430,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,First,,2004A Subordinate CABS,010869DV4,,,10/1/2030,$0 ,"$53,480,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869MP7,,,10/1/2026,$0 ,"$62,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EE1,,,10/1/2027,$0 ,"$54,310,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EF8,,,10/1/2028,$0 ,"$77,245,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EG6,,,10/1/2029,$0 ,"$37,995,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EH4,,,10/1/2031,$0 ,"$87,475,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EJ0,,,10/1/2032,$0 ,"$87,980,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2004B Subordinate CABS,010869EK7,,,10/1/2033,$0 ,"$91,855,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869ML6,,,10/1/2049,$0 ,"$22,875,000 ",0.00%,10/1/2034,48.38,Tax-Exempt,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869MM4,,,10/1/2053,$0 ,"$100,675,000 ",0.00%,10/1/2034,38.91,Tax-Exempt,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LU7,,,10/1/2038,$0 ,"$35,795,000 ",0.00%,10/1/2034,78.22,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LV5,,,10/1/2039,$0 ,"$35,795,000 ",0.00%,10/1/2034,73.48,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LW3,,,10/1/2040,$0 ,"$35,795,000 ",0.00%,10/1/2034,68.81,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LX1,,,10/1/2041,$0 ,"$35,795,000 ",0.00%,10/1/2034,64.57,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LY9,,,10/1/2042,$0 ,"$35,795,000 ",0.00%,10/1/2034,60.56,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869LZ6,,,10/1/2043,$0 ,"$35,795,000 ",0.00%,10/1/2034,56.78,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869MA0,,,10/1/2044,$0 ,"$35,795,000 ",0.00%,10/1/2034,53.22,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869MB8,,,10/1/2045,$0 ,"$43,675,000 ",0.00%,10/1/2034,49.86,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869MC6,,,10/1/2046,$0 ,"$51,955,000 ",0.00%,10/1/2034,46.69,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869MD4,,,10/1/2047,$0 ,"$60,650,000 ",0.00%,10/1/2034,43.71,Taxable,
Alameda Corridor Transportation Authority ,,First,,2024C Subordinate CABS,010869ME2,,,10/1/2048,$0 ,"$66,335,000 ",0.00%,10/1/2034,40.89,Taxable,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869GY5,,,10/1/2034,$0 ,"$64,385,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HC2,,,10/1/2034,$0 ,"$28,955,000 ",3.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869GZ2,,,10/1/2035,$0 ,"$37,840,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HG3,,,10/1/2035,$0 ,"$18,260,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HD0,,,10/1/2035,$0 ,"$14,340,000 ",4.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HA6,,,10/1/2036,$0 ,"$51,500,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HH1,,,10/1/2036,$0 ,"$21,980,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HE8,,,10/1/2036,$0 ,"$24,005,000 ",3.13%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HB4,,,10/1/2037,$0 ,"$69,575,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HJ7,,,10/1/2037,$0 ,"$8,780,000 ",5.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2016B Subordinate,010869HF5,,,10/1/2037,$0 ,"$26,025,000 ",4.00%,10/1/2026,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2022C,010869JS5,,,10/1/2052,$0 ,"$45,365,000 ",5.00%,10/1/2032,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2022C Convertible CABS,010869JT3,,,10/1/2049,$0 ,"$25,020,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Second ,,2022C Convertible CABS,010869JU0,,,10/1/2052,$0 ,"$102,800,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AR6,,,10/1/2030,$0 ,"$26,770,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AS4,,,10/1/2031,$0 ,"$5,025,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AT2,,,10/1/2032,$0 ,"$4,850,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AU9,,,10/1/2033,$0 ,"$16,420,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AV7,,,10/1/2034,$0 ,"$39,125,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AW5,,,10/1/2035,$0 ,"$35,215,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AX3,,,10/1/2036,$0 ,"$39,940,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999A CABS,010869AY1,,,10/1/2037,$0 ,"$38,790,000 ",0.00%,,,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,1999C,010869KF1,,,10/1/2029,$0 ,"$53,265,000 ",6.60%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869CE3,,,10/1/2030,$0 ,"$14,960,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869CF0,,,10/1/2031,$0 ,"$3,390,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869CG8,,,10/1/2032,$0 ,"$31,495,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869CH6,,,10/1/2033,$0 ,"$59,055,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869KG9,,,10/1/2034,$0 ,"$46,410,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869KH7,,,10/1/2035,$0 ,"$51,305,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869KJ3,,,10/1/2036,$0 ,"$47,580,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,1999C CABS,010869KK0,,,10/1/2037,$0 ,"$49,740,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022A Convertible CABS,010869JM8,,,10/1/2047,$0 ,"$81,705,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2022A Convertible CABS,010869JN6,,,10/1/2048,$0 ,"$86,030,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2022A Convertible CABS,010869JP1,,,10/1/2049,$0 ,"$90,635,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2022A Convertible CABS,010869JQ9,,,10/1/2050,$0 ,"$84,830,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2022A Convertible CABS,010869JR7,,,10/1/2051,$0 ,"$33,840,000 ",0.00%,10/1/2037,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2022B,010869JL0,,,10/1/2046,$0 ,"$54,495,000 ",5.40%,10/1/2032,100,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JE6,,,10/1/2038,$0 ,"$69,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JF3,,,10/1/2039,$0 ,"$69,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JG1,,,10/1/2040,$0 ,"$69,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JH9,,,10/1/2041,$0 ,"$69,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JJ5,,,10/1/2042,$0 ,"$69,175,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2022B CABS,010869JK2,,,10/1/2043,$0 ,"$37,065,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869MK8,,,10/1/2043,$0 ,"$6,790,000 ",5.00%,10/1/2034,100,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869MG7,,,10/1/2051,$0 ,"$32,215,000 ",0.00%,10/1/2034,44.21,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869MH5,,,10/1/2052,$0 ,"$46,480,000 ",0.00%,10/1/2034,41.99,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869MJ1,,,10/1/2053,$0 ,"$58,860,000 ",0.00%,10/1/2034,39.86,Tax-Exempt,
Alameda Corridor Transportation Authority ,,Senior,,2024A,2024B CABS,,,2043 - 2051,$0 ,"$49,855,000 ",0.00%,,,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869LQ6,,,10/1/2043,$0 ,"$635,000 ",0.00%,10/1/2034,58.04,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869LR4,,,10/1/2046,$0 ,"$24,270,000 ",0.00%,10/1/2034,48.07,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869LS2,,,10/1/2050,$0 ,"$10,680,000 ",0.00%,10/1/2034,37.18,Taxable,
Alameda Corridor Transportation Authority ,,Senior,,2024A,010869LT0,,,10/1/2051,$0 ,"$14,270,000 ",0.00%,10/1/2034,34.83,Taxable,
Alameda USD,,,2004,2004A,010824GV6,,,8/1/2026,"$7,475,000 ","$7,475,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2004A,010824GW4,,,8/1/2027,"$7,715,000 ","$7,715,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2004A,010824GX2,,,8/1/2029,"$8,720,000 ","$8,720,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,2005B,,,2028 - 2036,"$17,432,234 ","$71,530,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824HV5,,,8/1/2028,"$2,714,309 ","$8,450,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824HW3,,,8/1/2030,"$2,584,789 ","$9,010,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824HX1,,,8/1/2031,"$2,525,508 ","$9,300,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824HY9,,,8/1/2032,"$2,474,728 ","$9,605,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824HZ6,,,8/1/2033,"$2,423,127 ","$9,915,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824JA9,,,8/1/2034,"$2,324,400 ","$10,000,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824JB7,,,8/1/2035,"$2,210,600 ","$10,000,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2004,2005B,010824JC5,,,8/1/2036,"$174,773 ","$5,250,000 ",0.00%,,,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JN1,,,8/1/2026,"$1,115,000 ","$1,115,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JP6,,,8/1/2027,"$1,120,000 ","$1,120,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JQ4,,,8/1/2028,"$1,625,000 ","$1,625,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JR2,,,8/1/2029,"$2,135,000 ","$2,135,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JS0,,,8/1/2030,"$2,095,000 ","$2,095,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JG6,,,8/1/2030,"$750,000 ","$750,000 ",3.25%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JT8,,,8/1/2031,"$3,435,000 ","$3,435,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JU5,,,8/1/2032,"$4,445,000 ","$4,445,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JV3,,,8/1/2033,"$5,655,000 ","$5,655,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JW1,,,8/1/2034,"$6,460,000 ","$6,460,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JX9,,,8/1/2035,"$7,665,000 ","$7,665,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JH4-20360801,,Y,8/1/2036,"$6,500,000 ","$1,500,000 ",4.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JY7-20360801,,Y,8/1/2036,"$34,605,000 ","$7,170,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JY7-20370801,,Y,8/1/2037,"$34,605,000 ","$8,160,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JH4-20370801,,Y,8/1/2037,"$6,500,000 ","$1,500,000 ",4.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JY7-20380801,,Y,8/1/2038,"$34,605,000 ","$8,640,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JH4-20380801,,Y,8/1/2038,"$6,500,000 ","$1,500,000 ",4.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JY7-20390801,,Y,8/1/2039,"$34,605,000 ","$10,635,000 ",5.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2015A,010824JH4-20390801,,Y,8/1/2039,"$6,500,000 ","$2,000,000 ",4.00%,4/30/2026,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KU3,,,8/1/2026,"$360,000 ","$360,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KV1,,,8/1/2027,"$485,000 ","$485,000 ",5.00%,,,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KW9,,,8/1/2028,"$495,000 ","$495,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KX7,,,8/1/2029,"$520,000 ","$520,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KY5,,,8/1/2030,"$510,000 ","$510,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824KZ2,,,8/1/2031,"$535,000 ","$535,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LA6,,,8/1/2032,"$470,000 ","$470,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LB4,,,8/1/2033,"$380,000 ","$380,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LC2,,,8/1/2034,"$395,000 ","$395,000 ",5.00%,8/1/2027,100,Tax-Exempt,
Alameda USD,,,2014,2018B,010824LD0,,,8/1/2035,"$330,000 ","$330,000 ",5.00%,8/1/2027,100,Tax-Exempt,
